"score","text"
0," disappoint that trump didnt talk about his craftbeer call fk your hair gopdeb"
0," makeawish and pleas let it be for better futur leader for our countri after watch this gopdeb"
1,"not sure trump is as detriment for republican make anyon stand near him look like cicero lol gopdeb"
0,"gopdeb ahem"
0," the gopdeb candid honest terrifi me becaus if one is actual elect our countri will be fuck"
0,"rand paul is the onli antigovern candid who actual make sens gopdeb"
3,"idocraci at it finest trump trump gopdeb educ americasgottal america hilari funnywomen"
0," i dont know about anyon els but think last night gopdeb on was a big flop without amp"
-1," draw heat on facebook for attack with the sexism narrat in the gopdeb"
0,"about the stupid of everyon not name trump and so it went gopdeb pjnet wakeupamerica"
0,"it scari to think just how close he could get to that finish line notmycandid dumptrump gopdeb"
2,"favorit quot of the night freedom isnt free gopdeb"
2,"i strong disagre with say isnt a presidenti candid and he didnt look like one gopdeb"
-1," pray for to interrupt one of them with this gopdeb"
1," i dont understand polit but i understand wrestl so all i know from watch the gopdeb is that trump cut the b"
1,"gopdeb hmmmm tough choic"
1,"s gopdeb highlight kasich gay marriag defens jeb common core defens i think i know whi you didnt like the debat"
-1,"but i dont take either parti serious gop and dem are on the same racist team gopdeb"
2,"gopdeb did cruz trump trump"
0," not onli are the rs out of touch but so is gopdeb debatewithberni"
0," went after like they had an agenda i dont care who he call fat gopdeb"
-1," do i attempt to listen to the gopdeb while drive or might it impair my judgement"
1," a great summari of last night gopdeb"
-1,"watch the gopdeb anti abort im asham of my gender"
1," thank who spokeout at gopdeb for us hostag in iran freeamirnow htt"
-1,"i dont know about anyon els but think last night gopdeb on was a big flop without amp boycott"
0,"it huge it a fampk juggernaut donaldtrump gopdeb"
0," video rock the st round of gopdeb car"
2," marco rubio whi vote for someon success like hillari clinton when you can vote for me gopdeb"
0," year later doctor will tell donald trump that he has an iq of and are what some peopl call mental retard gop"
2," donald trump just gave a master class on how to get away with sexism gopdeb"
1,"gopdeb weird no clear winner"
2,"amen this gentleman definit has my vote love him and what he stand for gopdeb onpoint patriot"
-1," gopdeb i was disappoint not one of them said churchillian"
2," when i think of wall i think of communism i dont think saint ronald reagan would like this gopdeb"
0,"today is intern beer day conveni schedul after intern listen to republican talk for two hour day gopdeb"
3,"media be it on the left or right want to shape the news the way they see it thank good most peopl can see through them gopdeb"
0," sinc want to talk about campaign donat let talk gopdeb"
1," she won both debatesgopdeb"
0,"the gopdeb was terrifi all i can say is berni berniesand berni feelthebern"
1,"floyd love watch the gopdeb last night we need realdonaldtrump to makeamericagreatagain inspir"
0," ritzyjewel rt redstatejak hey foxnew keep that degener dwstweet far away from ani gopdeb tcot"
1,"i nomin for the best comedi special emmi in their parodi of a polit debat was outstand gopdeb gop"
0," i dont know who won the gopdeb tonight but im certain america lost"
1," donald trump latenight angrytweet megyn kelli and it is epic gopdeb"
0," immigr without assimil is not immigr it is invas gopdeb"
1," here the lineup for the gopdeb if anyon was wonder"
0," while i havent heard from him i have person address god mani time tonight while watch this gopdeb"
0," is this the gopdeb or comedi central"
0," whi did she mention god the last time i check in the constitut it said there must be separ of church and state"
1," how dare you hug obama randpaul gopdeb foxnewsdeb mememydog chrischristi pitbul hugschri"
0," when did pledg allegi to parti at gopdeb bcome standard practic i dont recal ronpaul be ask tht q"
0,"so after the gopdeb last night i think i know who i want to be presid megynkelli megynkellyforpresid megynkelli"
0," gopdeb was inde flaccid want to hear what has to say in the democrat debat debatewithberni"
2," truer and more poignant word were never spoken on a debat stage well done gopdeb"
1," rand paul is lead the fight to defund plan parenthood read more here gopdeb"
-3,"fat pig dog slob and disgust anim femal victim of trump sexist insult brought up in gopdeb"
0,"nj has had credit downgrad in just year under chrischristi gopdeb foxnew tellingitlik"
1,"obvious trump has captur the white vote now it up to the sensibl american to make sure he is never elect yeswecan gopdeb"
0," that was more of a who has the loudest indoor voic contest than a debat gopdeb"
-1,"the mainstream media want to limit our option to establish puppet we know who won standwithrand gopdeb"
0," the gopdeb talk about what if terror were to happen in our countri again white supremaci is aliv and well"
2,"i love it in the gopdeb when spoke about repeal doddfrank he is a champion of smallbusi"
0," so uh climat chang eh guy gopdeb"
0," gopdeb foxdeb absolut no need for such long wind question we all know the topic this aint a gotcha game"
-2,"hell is empti and all the devil are here a shakespearean guid to the republican primari gopdeb gop"
-1," blacklivesmatt be discuss at gopdeb second later commerci and back to border and abort"
0,"walker unprepar uninform uneduc wiunion wiright gopdeb uniteblu"
0,"this instagram of and had a larger audienc than than the fox gopdeb"
1," rand paul reach for that black vote like gopdeb"
-1," had thing to take away from the gopdeb but not one was about bencarson it a shame"
1," you have no clue what silent major is thinkingyour mindset come frm of pop your out of touch gopdeb h"
0," by the way real profession moder dont laugh at joke like that gopdeb"
0," i need some more answer about race women immigr amp sexual from the gopdeb candid via"
0,"gopdeb winner cruz amp car also rubio walker jindal extrem disappoint in and chris wallac ok"
1," hey donald trump just gave you a shout out gopdeb"
-1,"theme song for the next gopdeb should be the dope show"
0," gopdeb i hope we are all teach our children not to bulli so whi would us elect a bulli"
0,"last night i wasnt sure if i was watch the gopdeb or an sketch absolut hilari"
0,"trump unpresidenti childish kasich made gain rubio made gain posit bush no harm specif walker no harm specif gopdeb"
2,"donald trump won viewer attent dure the gopdeb though probabl not the debat itself"
1,"top gop strategist on gopdeb specif donaldtrump i saw the destruct of a presidenti campaign"
2," frito arent free so true gopdeb foxnew freedom"
0,"gopdeb hangov and i dont drink"
-2," cynic is for wieni the gopdeb was rife with grandstand and stupid"
-1," the gop debat took an aw toll on ted cruz gopdeb"
1," bo my son age has the happyhour gopdeb all figur out trump should be presid i mean hes so"
-2,"it was hard to take serious dure last night gopdeb when her faux eyelash kept distract me whi megyn whi"
-1," went to bed speechless after gopdeb woke up pissd off with how went about attack"
-1," and inquisit it was veri disgust with moder especi amp wallac gopdeb nokellyfil"
-1," these mediat are so awkward gopdeb"
0," gopdeb cartoontrump"
1,"whi is on amp host a gopdeb with a clear bias opinion like this amp kindergarten question"
-2," did you say god gave you wonder candid that god must be deaf dumb and blind gopdeb"
0,"not one word about civil right mention at gopdeb blm is not a slogan we are subject to polic brutal"
-1,"gopdeb anyon els notic s church ladi face while explain whi the thamend suck"
2," bro donald trump has to stay in this race as long as possibl for entertain purpos gopdeb"
0," exon mobil and chevron corp wouldnt want their new candid spread the truth after all they just bought them gopdeb"
0," shoutout to fox for run a straight outta compton trailer right after ask about polic brutal against africanam"
2," gopdeb is like the trial from the unbreak kimmi schmidt and donald trump is jon hamm richard wayn gari wayn"
3,"watch gopdeb from last night wow trump on fire first min say what he think is this a new popular breed in polit corbyn"
2," right do u think survivor of the fox massacr debat realiz that gopdeb foxdeb"
-1," she earn that titl last night too bad she didnt take high road gopdeb"
1," gopdeb did peopl in the debat invok georg washington like these guy pull out ronald reagan"
2," wow she is good watch make chris matthew look foolish im like her more amp more"
-1,"dure foxnew gopdeb megynkelli was suffer from delus that she was a minnesota dentist and donaldtrump was cecilthelion"
-1,"my morn tl taught me thing is the ronda rousey of gopdeb is a bloviat hack is a twunt"
0,"so mani pouti screechi face at onc gopdeb"
0,"earli number suggest record audienc for first gopdeb walker"
1," i love it in the gopdeb when said the countri need him to straighten out the financi mess"
-4," the scott walker of the world arent mad about abort for rape or incest theyr mad yall arent compliant to the rape amp inc"
2," good question by chris wallac con better learn how to battl these stereotyp gopdeb"
-3,"god damn is this presidenti debat childish i know how we can narrow this shit down gopdeb"
1," well noth more realli need to be said gopdeb"
0," ronald reagan switch parti onc switch time has been antia and proabort in the last ye"
-1," gopdeb it seem that debat question simpli function to incit person attack among candid wo clarifi issu"
0," truth the militari is not a social experi gopdeb"
-1," say he want legal prostitut amp drug amp tax the hell out of them that what ive been say for yrs gopdeb"
-1," that was fear they tri to shut out in the gopdeb but his messag was he"
0,"republican dont focus on the futur despit what rubio and other said in the gopdeb it alway the past"
4,"nice work ask tough qs in gopdeb speak for young rep won some heart"
-1,"war more war primari messag heard at gopdeb last night rememb when the gop was known as the parti of peac miss those day"
2,"trump truest and best line if it werent for me you wouldnt even be talk about illeg immigr trumpeffect gopdeb"
1,"love watch the gopdeb last night we need to makeamericagreatagain inspir"
0,"shovel cow manur gopdeb"
0," jeb forgot that his big bro destabil iraq creat isil how could he even think that he can be potus ar"
0,"im not sure who won but im pretti sure the american peopl lost gopdeb"
2,"so who won the gopdeb last night i think rubio and cruz command the stage trump did more harm than good for himself"
0," america give fox low mark after last night gopdeb"
-1," it is of the utmost danger to societi to make religion a parti in polit disput gopdeb"
3,"peopl could care less if you like them they want their civil right on the topic of lgbt right at the gopdeb"
0,"he has the record and experi experiencematt im readi to be potus perri gopdeb"
1,"gopdeb when they all stand on stage togeth it look like a cabinet meet"
2," peopl are cheer trump with booray gopdeb"
-1," ben carson im megyn kelli and i think your a total idiot your respons gopdeb"
-2,"i hope rand paul know that this countri deni domest terror when it come to specif group commit the crime gopdeb"
1,"icymi frank luntz gopdeb great news for ted cruz cruz for presid"
0," jeb bush at the gopdeb if you realli want to find out how much damag one famili can do to a countri"
1,"if donald trump becom presid im move out of the countri again far far away from his terribl comb over justsay gopdeb"
1,"win a presidenti debat is the dumbest concept it suppos to be a discuss of idea not a piss contest gopdeb"
-3," odd gop is more upset over obama open limit iran weaponri than when reagan secret increas it gopdeb"
1,"i love it in the gopdeb when said the countri need him to straighten out the financi mess"
0," you have no credibl frank gopdeb"
-1,"these crazi republican loser diss hillari clinton like everi two minut lmaooooooooo gopdeb"
0,"think we need to see birth certif to verifi his agehi tweet after the gopdeb last nite prove him to be about"
-1,"gopdeb an audienc who laugh with a man that public call women derogatori name be veri afraid vote"
-1,"libcrib hey no way your go to fool your nonsupport nor chang histori cuz you say so gopdeb"
0," men decid what women can or cannot do with their bodi world histori in a nutshel gopdeb"
0,"a histor first republican presidenti candid is now activ troll the femal gopdeb moder on twitter"
1,"water water rise fast histori catch up at last that it in a nutshel gopdeb fridayfeel aldon smith gopdeb king"
2," yes huckabe was on fireso proud of his boldnessconvict shine through imwithhuck gopdeb"
0,"last night in the gopdeb someon shouldv ask the candid if if ani of them knew what nwa stood for blacklivesmatt"
2,"donald trump just gave a master class on how to get away with sexism gopdeb"
0," lame question for trump megan kelli gopdeb foxdeb"
-2,"gopdeb and most rightwing in general have no problem dismissingignor the oppress of margin ppl"
-1,"huckabe is so transphob it is downright disgust gopdeb"
-1," gopdeb go donald money go out drug come in no problem w legal immigr"
-2,"gopdeb gt jeb lookedsound as if he had just left a horror movi show stun stilt frozen jeb doesnt want to be presid"
1,"i love it in the gopdeb when said hes made billion dollar and america owe trillion"
-1," sad there too mani lowinfo look at kk and kany with hillari gopdeb"
-1,"you know how your grandpa say someth embarrass each christma and you just have to roll with it that was last night gopdeb"
-1,"disappoint was my media girlcrush ampaft gopdeb think weareonabreak"
-3," kelli dr carson you are an unqualifi misinform idiot who are you fool im paraphras here gopdeb"
0," doe ben carson also want to follow god law on nonvirgin wive stone them in front of their father hous gopdeb"
2," gopdeb look like fun though i think i miss the swimsuit and talent contest round everyonelovesaprincess htt"
-1," fox news last night reveal themselv to what mani of us alreadi knew they were bush apologist gopdeb"
-2," yestrump and audienc at the gopdeb it hilari to call women fat pig and tell them to get on their knee laugh aw"
1,"trump respons i think the biggest problem this countri has is be polit correct gopdeb"
0,"so donald trump is uncouth misogynist anoth thing he has in common with bill clinton gopdeb"
1,"trump is done after last night end of stori gopdeb"
1,"gopdeb fun fact car fiorina is the onli one of last night debat to have ever given a woman an orgasm polit"
1,"mayb the onli way to compet with trump is to bring one of the duck dynasti charact into the primari gopdeb"
0," the gopdeb in pictur"
0," are they run for pope or presid whi would you end a polit debat by ask if anyon is hear direct from"
1," when jeb bush speak dure a debat it feel like when a band play someth off the new album gopdeb"
-1,"shame on them they should have watch rerun of the apprentic and take some note gopdeb"
0," i dont think there was a singl question in gopdeb about scienc conserv or climat except mayb would you"
0,"recap of the gopdeb these tenmen want to make choic for all women goptbt hillaryclinton pdmfnb"
1," trump pack his fuck in a separ suitcas that never made it ohio this the best debat ever gopdeb"
-2," definit bias there gopdeb massacr by fox deliber attempt to smear rs"
2," i think after the gopdeb cthulhu is a pretti solid choic as well"
0," stop censor for their work point out the racism of the gopdeb candid"
-1," there no differ in the polici these candid stand for theyr all sing from the same songbook it a bad son"
0," i think u can stay off my tl ps f amp ani sockpuppet you endors gopdeb"
0,"earth to this aint about you gopdeb foxdeb megynkelli megynkellydebatequest"
1,"nyt winner at the gopdeb includ rubio and kasich gop polit elect"
2," gopdeb went veri well my master will soon choos which candid will carri out their agenda wakeupamerica p"
2,"gopdeb trump trump"
0,"i love it in the gopdeb when said the lender are killer chris wallac was exceed disrespect"
-1," gotta give prop he saw the same ambush we did at gopdeb and is call out on it ht"
0," dont you dare tri to show me your fruit ted cruz gopdeb"
-3," a fraud get no cooper from true and american peopl a fraud should be impeach gopdeb charactermatt"
1,"i did watch all nd string gopdeb can tell y they are nd string not enough origin stupidti and hatr just standard level"
1," a good debat is when you dont even notic the moder gopdeb"
3,"good eye on spot patriot btl on gopdeb show we should send you a reward kc"
1," in my consid opinion the winner tonight are ted cruz ben carson and marco rubio gopdeb"
0," balderdash is my favorit word that describ s presidenti campaign run gopdeb"
0," gopdeb there are mani don but just two donald trump and duck and they both quack"
0," ben carson want all american to tith the feder govern i think i just heard the hunger game cannon gopdeb"
0," foxgop parti hunger game demagog foodfight gopdeb morningjo"
0,"photo selfi of life mr amp mrs gopdeb hillaryforpresid tbw"
0," and now will send more troop to iraq and afghanistan ani bet on what countri is next gopdeb war"
0," it possibl that didnt know they were go to ask him question gopdeb"
0," the straitouttacompton commerci was longer than the blacklivesmatt question answer gopdeb"
0,"big hit of the gopdeb for me on nsa and close statement"
-1,"had the weirdestscariest dream last night think the gopdeb mess with my subconsci"
0," gopdeb men talk about plan parenthood how mani of them have given birth m"
-2,"i was tweet so hard dure the gopcircus that i thought i broke my finger nope but i did disloc it gopdeb"
1," compar macdeb to gopdeb i think canadian are the big winner tonight"
-2," foxnew insult candid with awkward stagingvideo gopdeb p"
1,"nytim it compel me to write a cluster of word i never imagin write hooray for fox news gopdeb"
1," wow even is say we should be use everifi are come over to the dem side gopdeb"
1," im surpris trump doesnt use air quot when he say presid obama gopdeb"
0," liber democrat debat will be more interest me yeah two year old white socialist go at it pretti inter"
-1,"there visual evid of s thought on last night debat but im not post a pic of dog crap at am gopdeb"
1,"s nation recognit amp hair is the best thing to come out of the gopdeb"
-1,"if onli month from now debri from a crash republican parti would wash up on a beach somewher gopdeb"
1,"my person front runner for cruz carson trump gopdeb"
2,"in the aftermath of the gopdeb im inclin to say that the stage impress me more than i thought except trump his ride is end"
0," who here is onli a republican becaus it polit conveni at the moment gopdeb gopdeb"
1," youd think gop voter would demand more than this asinin im a man man i grab my cock screw my wife amp love jesus"
-2," hell no i can think of about gop candid she cant beat nobodi fear anymor gopdeb"
-1," jeb need a realiti check that it was his brother who mess up iraq dont put obama on that gopdeb"
0,"big man child donald trump is mad at megyn kelli for call out his garbag gopdeb"
-1,"been on my mind all day amp chris wallac you did a terribl job last night you were loser of the night gopdeb"
2,"thank you donald trump gopdeb"
0,"when will the gop decid who move up to the varsiti debat and who goe down to the jv debat gopdeb"
0,"she was mean to me tri call me sexist i sure mansplain to her on how women should behav gopdeb"
-1," psa the polic have kill more unarm and arm american than isi whi dont we spend more than sec talk about"
-1,"fiftyfifti on the stupid of the american voter on at the gopdeb"
-1," i tri to watch the debat but instead i watch millionair play who grew up the poorest gopdeb"
0,"dr ben carson close statement at gopdeb elect"
-1," now how poor did fare gopdeb amp can be stop uni"
-1," my takeaway from last night gopdeb isit all smokeandmirror pseudorealitytv clowncar full of idiot"
1," lol now the republican love carson racism love a black man who submit let stop now gopdeb"
0," this make me laugh gopdeb donaldtrump"
0,"topic left out of gopdeb the debat was a gunfre zone goptbt"
1,"i love it in the gopdeb when said on occas hes use the law of america to his advantag"
0,"neither nor defend immigr at gopdeb tntvote ainf tlot p latism florida miami"
1," i think you did a great job with the panel it was great to see hard question be put forward gopdeb"
0,"manni watch teh gopdeb dey iz actin liek dum goggi"
0,"neither moder in yest gopdeb explicit refd blacklivesmatt mvmntno candid ackit"
0," gopdeb rival a grand product of a ringl brother amp barnum amp bailey circus with mudsling eleph on pa"
0,"donat to in name dure the gopdeb standwithpp plannedparenthood"
0," florida graduat rate was last when bush left offic strongpublicschool neatruthsquad gopdeb"
0,"cant believ that actual happen last night the gopdeb"
0,"is it jut me or is play d chess in a room full of checker player gopdeb tcot p"
1,"the gopdeb hangov blue august edit i should have post a hangov cure to the drink game"
0," not of these s kellyfil gopdeb foxnew ht"
1,"gopdeb econ won falter exagger good idea socialsecur"
-1," brother of the guy who almost plung us into a great depress is tell you the guy who fix it is the problem amer"
-1," fox fail statist in explain it gop debat decis apstat statschat gopdeb ht"
0,"fox news was second rate last night fair and balanc need to be replac with agenda and pander terribl job fox gopdeb"
0," termin the iran deal on day one put even more crippl sanction in place convinc alli to do same say"
-1,"the onli true contend are rubio bush walker and kasich car is realli make the case to be the vp nomine though gopdeb"
0," gopdeb i am proud of american see through the bias setup trick personalattack favor"
1," predict clinton bush trump million dont vote bc bush is a rino gopdeb"
2," i think we have a clear winner car fiorina gopdeb car"
-1,"gopdeb gt marco rubio is rehash his past florida campaign speechesdont be fool own by gop old guard he need a real job"
0,"you onc told a contest on celebr apprentic it would be a pretti pictur to see her on her knee gopdeb"
0,"thank to netneutr blacktwitt gave me my life at the exact moment the gopdeb was kill me internet blacklivesmatt"
0," sexist megynkelli made the gopdeb about sex instead of get the white hous"
1," democrat chuckschum announc dure gopdeb he will join republican in make it easier for iran to get nucl"
1,"this is a longshot but if randpaul won the republican nomin and chose ronpaul has his run mate hed have my vote gopdeb"
0," gopdeb is great but for magop who want to take a posit step for our state on nov pleas attend"
0,"the resembl is uncanni gopdeb"
2," topic left out of gopdeb on the th anniversari of the vote right act vote right was not mention onc"
2," carlyfiorina is perfect gop candid great perform at gopdeb with truth rate"
0," gopdeb did not touch sever import issu trump get most time"
0," it time to evolv on climatechang sir yes evolut is real too g"
3," wow amaz countri we live in where be rudeunprofession elicit prais gopdeb trump trump"
1,"so jon stewart quit the same day of the gopdeb i feel like he is go to miss the greatest comed elect of all time"
1,"you know the gopdeb last night was horribl run when liberalscnn say it was well organ"
2," trump should have been ask the question on polic of america and the civil right movement of our time not walker"
0," gentl remind carlyfiorina fire peopl from hp then took million gopdeb"
2,"trump use money just like obama use race gopdeb foxnew what the differ"
1," the gopdeb is like watch the bachelorett without the rose ceremoni"
0," i believ the peopl are look for someon to tell the truth cruz gopdeb"
0," me dure this social issu section of the debat gopdeb"
1," add this to hilaryclinton accomplish selfi with ks gopdeb"
0,"realli hey donald you were face to face with her less than a day ago then you cast shade of twitter gopdeb"
1,"gopdeb unplan gop parenthood your go to have a trump"
-2," by smear oppon of whitegenocid as nazi libzi pervert the memoryoftheholocaust into a weapon to guarante genoci"
3," was brilliant last night as alway i love trumpcruz or cruz ticket for the win gopdeb h"
0,"topic left out of gopdeb the entir convers around blacklivesmatt last a total of second goptbt"
-2," car fiorina would make a phenomen contrast against the dilapid figur of a dishonest and corrupt hilari clinton go"
1," opinion trump lose gopdeb but rubio cruz and other triumph"
1,"marco rubio emerg as the parti brightest star gopdeb rubio imwithmarco"
1," good point carlyfiorina could know a lot about foreign land sinc she send our american job there gopdeb htt"
0," gopdeb noth new same old song and danc"
0," ben carson i will end polar by remov health insur from million american obamacar gopdeb"
0,"gopdeb dumptrump stop wast air time on this chump what a wast he couldnt carri a convers w ani world leader jokec"
-2," last night was a bad tv game show fox should be embarrass like wipeout without rubber mallet and water hazard"
3," if it not clear to conserv yet we are go to have to win the primari with no fair treatment from the media gopd"
0,"the fox news gopdeb moder ran the show last night exact the way rnc chairman instruct"
-2,"dont think rosi odonnel need to explain anyth about be a fat ugli pig to her children gopdeb"
1,"a veri cool dataviz share by about the gopdeb last night"
-1," biggest loser in tonight gopdeb foxnew"
-1," can we pleas stop use to get some kind of bizarr street cred gopdeb"
0,"the minor communiti guess who said it gopdeb"
0,"you didnt do a bad job but a report should never scold amp say thing like you mean to tell me do better gopdeb"
0,"fox slurp so hard on gop establish slurpi they got brain freez avn has offer megynkelli an award gopdeb"
0,"conservativescorecard show his color wait for him to announc his vp with hillari tcot gopdeb dumpjeb"
0,"topic left out of gopdeb despit it central to so mani import issu econom inequ was not mention onc goptbt"
2,"can donald trump be in the democrat debat too gopdeb entertain"
0,"check out my recap of last night gopdeb"
-2," donaldtrump is fundament an absurd figur so are his rival gopdeb elect"
0,"what gopdeb i saw a q and a session noth excit same old same old"
-1," chrischristi is a thinskin bulli if we feel sorri for him the more fool us randpaul gopdeb"
-1," after last night gopdeb there can be no doubt the corporatocraci rule"
-1,"me too gopdeb fox assassin boomerang selfinflict irrepair damag"
-2,"i didnt expect chris wallac to be the nd worst partisan pontif asshol moder gopdeb"
0," i hope ben carson say more about use tax and tith becaus that was the most batshit crazi thing said all night gopdeba"
1," gopdeb republican talk about reagan like cowboy fan talk about their past championship"
-1," save all the babi except those kill by unsecur gun gopdeb"
2,"but support are say he was treat unfair yea right gopdeb"
0,"last night they onli care about their money god and fetus gopdeb"
0,"my greatest takeaway from the gopdeb is the format stink elimin the moder question let the candid actual debat"
0," i am eager to see what the next poll say caus they hammer trump hard if that didnt slow him down i dont know what wil"
3,"best thing ive read today im forev thank for the wit and humor of willi boy gop gopdeb"
-1," you were complet embarrass and unprofession last even gopdeb"
1,"donald trump latenight angrytweet megyn kelli gopdeb"
0," gopdeb had lower attend than the nation spell bee and it oppon are probabl less qualifi"
3," was brilliant last night as alway i love trumpcruz or cruz ticket for the win gopdeb"
1," trump you are funni unqualifi nasti wronghead but funni gopdeb"
0,"gopdeb who realli think that us manufactur can be competit in laborintens industri"
0," god with usual sadism seem to be tell multipl gop candid they have his vote gopdeb"
3,"donald trump get the award for most entertain gopdeb"
0," fox clear forgot the entir issu until someon from the audienc had to jump in fox was the big loser last nightgopdeb"
2,"donald trump alway look like he was on the busi end of a fart you can tast gopdeb"
0,"what an uptight humourless mean spirit pickl up your ars bunch of fool without ani redeem qualiti gopdeb atheist"
1," if the new york time think fox news did a good job then no matter who your candid is we are in troubl gopdeb"
0,"i wonder if the peopl in the audienc were just on their way out from the don henley concert and stuck around gopdeb"
0," absolut i refus to allow to speak for me ill draw my own conclus gopdeb"
0," so your all vote democrat no matter what but you spent your night watch the gopdeb so you could tweet jok"
2," gopdeb car fiorina onli accomplish was i ran a top american compani into the ground amp got fire"
1," get a uterus then well talk gopdeb"
1," agre well said gopdeb wakeupamerica"
1," well more month of this elect have consequ let not forget that in novemb gopdeb"
2,"doe believ hes gonna win republican women support by attach gopdeb"
-2,"last night was a bad tv game show fox should be embarrass like wipeout without rubber mallet and water hazard gopdeb"
0,"hey media if you ignor trump mayb hell go away just a hint honeybadg gopdeb"
0,"gopdeb was huge entertain sad we learn almost noth tcot latinoslisten latism"
0," wild card presidenti race it good to be underestim makeamericagreatagain gopdeb"
0," scott walker think iran the most effect antiisil forc is tie to isil gopdeb"
1,"the candid that consist talk about ampplan on cut all form of immigr will quick gain the elector supportgopdeb"
0,"anyon heard from god yet gopdeb"
2,"topic left out of gopdeb on the th anniversari of the vote right act vote right was not mention onc goptbt"
0," my feel for each gopdeb candid"
0," gopdeb ben carson the gop depend on uneduc voter"
-3," the purpos of the militari is to kill peopl amp break thing huckabe in rout to be wild transphob gopdeb"
0," ive never seen a whitefac minstrel show befor gopdeb"
-1,"this stink so far gopdeb"
0,"donaldtrumpforpresid in the gopdeb prove hes a neanderth whatilearnedtoday bitchyoldqueen"
-1," i think did everyth it could to derail the dure the gopdeb newsflash you fail"
0," everyon go watch the gopdeb stori on who need when you have snap"
0," somewher in the white hous presid barack obama is do this and hes not even watch the gopdeb"
0," the onli doctor wors than ben carson is bill cosbi gopdeb"
0,"balderdash is my favorit word that describ s presidenti campaign run gopdeb"
-1,"i tri to watch the debat but instead i watch millionair play who grew up the poorest gopdeb"
-2," tonight donaldtrump is everyon drunk kinda racist uncl who post jesus meme on facebook gopdeb"
-1,"jeb need a realiti check that it was his brother who mess up iraq dont put obama on that gopdeb"
-1," somewher in the world an isi member is tell jeb bush you lie we came into power becaus of your brother gopdeb"
1,"onli in america could trump be a serious contend to lead the countri gopdeb"
-2," our media is such that a fail ceo who call former flotussenatorso a liar win gopdeb sad"
0,"i made a donat to the democrat parti in the middl of last night gopdeb amp i dont claim a parti affili scari"
1,"in the caucus republican insid call trump first debat a disast gopdeb elect"
1," berkeleybreath came back to us just in time mayb bill watterson will as well gopdeb"
1," trumpbash at it finest megynkelli megynkellydebatequest gopdeb"
1,"gopdeb chumptrump he is an ignor not presidenti no class just money clear money cant buy u class amp he skip digniti too"
0," yall want to look into the crimin activ of plan parenthood and not the polic forc ok gopdeb"
-2,"im disappoint that megynkelli never bother to ask if ani of the candid believ in this guy gopdeb"
1,"if this is where democraci has led us mayb we should head back to the tree devolv gopdeb"
0," definit notic definit not appreci definit not accept gopdeb goptbt"
1," did they just ask presidenti candid if god sent them a messag did thedoctor drop by w his tardi as well gopdeba"
0,"btw earn a spot at the big tabl for next debat dont you think gopdeb shebrungit"
0," scott walker brought up his harley in his reason for whi he should be presid gopdeb"
0," the new american except we suck and everyon is better than us gopdeb"
1," collab w on gopdeb was pretti awesom annot is cool"
-1,"the biggest disappoint from the gopdeb is that more time was spent talk about gay marriag than on improv the economi"
0," recap of the gopdeb these tenmen want to make choic for all women goptbt"
1,"asian success debunk liber whiteprivileg debat gopdeb"
-1," sorri to get polit but this make me sick gopdeb trumpisanidiot shameonhim republicanfail"
1,"gopdeb yes everyon had their up and down but it was realli no debat with candid not enough time to hear them individu"
1," who put lord grantham in charg of donald trump financ gopdeb"
-1,"so disappoint in the lack of respect from fox news and their moder toward all the candid foxnew gopdeb"
0,"look at jeb come through with throw gwb under the bus about the iraq war he need to do this more often gopdeb"
0," recap of the gopdeb these tenmen want to make choic for all women goptbt trusthillari"
0," can insult everyon amp call them stupid but then cri at tough but fair questionsgopdeb"
-2,"embarrass for news forway they conduct gopdeb giggl snark amp fang out for realdonaldtrump blatent bias unprofession"
0," not go to vote for trump but ill definit let him guest write in my burn book gopdeb"
1," i would also prefer that my uterus isnt regist with washington gopdeb"
1," i love it in the gopdeb when said the insur compani have control over the politician obam"
-2," my summari of gopdeb candid from last night mouthbreath pasteeat poster children for the banal of evil"
1," im wait for the day donald trump pull off his face and is reveal to be a charact perform by andi kaufman go"
0," recap of the gopdeb these tenmen want to make choic for all women goptbt"
-2,"talkpoverti what have dem done for the poor in the last year trap them it time for gopdeb"
1,"the combov for when your hair need to be a perfect physic represent of denial trump gopdeb"
0," for onc your spot on about gopdeb foxnewsdeb"
0,"theworstpartofdepressioni u do self harm thing like watch the gopdeb"
1," dodg media at state fair hour befor first gopdeb walker wiunion wipolit"
1," ha no respect for women recap of the gopdeb these tenmen want to make choic for all women goptbt"
0," no rino mcconnel jeb gopdeb rove chamberofcommerc megynkelli sell soul tcot"
1," say fox news anchor were not fair to him gopdeb"
1,"donald trump latenight angrytweet megyn kelli and it is epic gopdeb"
-2," huckabe the purpos of the militari is to kill peopl and break thing i thought militari was for nation secur"
-2," this is the worst miss america competit i have ever seen gopdeb"
1,"awkord is correct what was that suppos to mean talk to the hand foxdeb gopdeb"
-1," holi cow carlyfiorina smoke chris matthew gopdeb"
0,"hey i feel am left out in the gopdeb"
-1,"as lie gotrump hair was the smallest gopdeb"
1," trump big beauti door gopdeb"
1,"gop debat news trump shock gop faith donaldtrump gopdeb"
1,"gop debat news trump shock gop faith donaldtrump gopdeb"
0," recap of the gopdeb these tenmen want to make choic for all women goptbt"
0,"thecrazyon have we complet thrown away the separ of church and state gopdeb"
