"score","text"
2,"to all the media trust an nyc steeet kid trump is playing you   gopdebate "
0,"money going out drugs coming in maybe make the drugs legal and tax em bro  gopdebate"
0," and im sure immigrant song came up gopdebate or ledzepplin"
1,"i pick trump most likely to start a war with a county because of a personal insult realdonaldtrump gopdebate draftdeferment"
0," kim kardashian and kanye wests selfie with hillary clinton is more important than anything said at the gopdebate"
0,"kasich waffled on marriage equality gopdebate"
0,"a foxy rowdy republican debate gopdebate questions too long amp loaded debate between candidates was more informing "
0,"but but but did you see who  donated to

hey pot have you met kettle

 
gopdebate "
0,"    shes not doing it for me anymore with all the negative setups to her questions gopdebate"
-1,"jesus thinks youre a jerk fuckfacevonclownstick  indiebook gopdebate fridayreads"
1,"bell on the gopdebate  last night   just like my doorbell and made my dogs go nuts  watching  now  repeat tgms"
0," really the woman who supports the same people who would have your dad hung in the streets gopdebate  everylifematters"
1," i really hope white hetero cisgender men who get marginalized groups will do the work of dismantling tonights igno‚Ä"
1,"s line on russias knowledge of the clinton emails was pretty good gopdebate"
0," huge local ratings for gopdebate in nashville last night  no other show in nashville yesterday got above a  rating"
0,"why does the media call carly fiorina the only female gop candidate do the democrats have more than one or anyone not white gopdebate"
2," rubio is my man right now so wellspoken very impressive gopdebate debatewithffl"
0,"  pricelessˇíõ‚ùÔè my favorite picture and it speaks volumes about this amazing man cruzcrew gopdebate  ccot"
0," literally cant tell if the gopdebate is snl or not"
-2,"lots calling trump the big loser last night he was a goof for sure but did anyone do anything to shake up his numbers gopdebate"
1,"watching  ask trump about the sexist stuff again and that couldnt have been easy while the crowd roars its misogyny gopdebate"
0," i wouldnt want carson to operate on me gopdebate"
4," fiorina likely emerged a winner by not sharing the second gopdebate stage but shining brightly on the first one"
0," mitt was edward everett compared to deerintheheadlightsjeb   jeb foxdebate gopdebate  "
2," gopdebate    hey megan kelly your little snarky any word from god question wasnt all that cute or clever "
1,"the only commentary needed for last nights gopdebate  westwing ftw "
2,"mr trumps questions were no tougher than anyone elses when you get center stage you gotta be able to take the heat gopdebate"
1," the gopdebate   are white men talking about making america great again 

what part of history we going back t‚Ä"
0," during the gopdebate a cuckservative arose from the ashes to cuck america for the marxist left once again Ä"
0,"the facial expressions of donaldtrump couldve been an entire segment gopdebate"
0,"liberals care more about rosie odonnell than actually watchin the whole gopdebate"
0," gop are going crazy over carly fiorina

thats not surprising

gop loves people who knows how to crash an economy  

go‚Ä"
1,"the gopdebate made it clear that they are probirth not prolife"
-4," our country is a mess and all these mods do is attack with personal hate makes me sad to be an americangopdebate"
1," no way can the dems ever be that much fun gopdebate"
-1,"  is a bimbo because gopdebate media bias"
-1," no he lied like a rug but at least he lied coherently  jeb cant even do that it turns into word sal‚Ä"
0,"gopdebate is a horrible tag i know im not going to vote for any of the candidates but that fact that white america is ok with them"
0," chrissy tingles matthews gets his ass handed to him by carly fiorina ˇòÑˇòÑˇòÑ  gopdebate"
-2,"gopdebate pre r vs w visited friends in hospital after home abortions young pale rendered infertile will not forget "
1," verdict on gopdebate trump trips but trumpism wins
"
-1," i wonder if  wanted cheese with his whine he just whined all night long like a big fat baby ‚Ä"
3,"wow apparently trump got even more whiny and defensive after the debate no class big mouth yeah great presidential material gopdebate"
0,"other than question to walker nothing on race criminal justice either guess fox and gop know their white audience doesnt care gopdebate"
1," we get it if  wants to be honest but no one wants an arrogant and unethical president nohate gopdebate"
0,"my gopdebate reviewˇëûˇèbush kasich ehhuckabee christie ok wanted morepaul cruz rubio ˇëçˇètrump walker carson overallgood group"
-3,"mrtrump youve called women fat pigs dogs slobs and disgusting animals
only rosie odonnell
laughter applause
gopdebate"
1,"howard kurtz bragged abt how liberals sch as huffpo complimented fox lol he thinks we r happy abt that gopdebate  "
0," early numbers suggest gopdebate the mostwatched primary debate in history "
1," mike huckabee seems like one of those guys who would get caught with a twink in an airport bathroom gopdebate"
1,"i rarely say it props   for asking tough qs at gopdebate w their special link to conservatives only they could  amp they did"
1," thank you  for fighting for kateslaw sanctuary cities are a major issue in texas and nationwide gopdebate"
2," someone go give ben carson a pep talk he seems defeated i mean he wont ever win but he just sounds sad now gopdebate"
2," memo to   the constitution of the united states protects a womans right to choose gopdebate"
1," in a country of runaway capitalism and money worship trumps popularity is not surprising lateline gopdebate us‚Ä"
0,"gopdebate failure "
0,"‚Äúradical islamic terrorism‚Ä‚Äù really cruz i cannot gopdebate"
0,"no talk about wealth disparity in the gopdebate last night just more tax breaks for the rich "
0,"gopdebate i was struck by jeb saying he humbly urged people to vote when they get the chance great leaders are humble lincoln reagan"
1,"move over gents gopdebate two debates one winner ‚Äî carly  "
1,"what ought to depress every patriotic american the men on stage at the gopdebate were the best candidates billionaires could buy
p"
0,"
foxgop partys hunger games demagog foodfighter 
gopdebate morningjoe "
0,"ill admit some of s commentary during the gopdebate was quite hilarious"
1," paul brilliantly got christie to admit that he would violate the th amendment of course no one in that building cares ‚Ä"
0," is there a stinger after the credits gopdebate"
0," ted cruz looks like the poor actor in prosthetics who replaced crispin glover in back to the future part  gopdebate"
0,"actually trump we live in the least violent time in human history gopdebate"
1," we arent letting people outside of the us see this right gopdebate"
2," lets be clear the nerve that donald trump is hitting is white supremacy gopdebate  trumphate"
3,"if donald trump wins the election then well know were on the biffstolethealmanac timeline gopdebate "
-2,"if you thought copd was bad i woke up this morning with a bad case of gopd hope the xlax kicks in soon gopdebate"
0," chris  christie only  mentions  every   other   minute not for political  reasons  gopdebate"
-1," she made a fool out of herself  lost a lot of respect from many gopdebate"
1," 
there are a lot of good people running
that‚Äôs my takeaway

gopdebate"
1,"of note  hillary will launch her student loan reform package on monday something the gop didnt discuss during gopdebate but resonates"
0," ladies and gentlemen 

boys and girls of all ages

your  gopdebate  "
1,"trumps platform is essentially everyone is a moron winning the primary might prove his point gopdebate"
1," ben carson moved up on my draft board sneaky quickness reads the field well gopdebate"
0,"my personal view on this guy 
gopdebate sorrynotsorry  "
-1," please ask the democrats about god during their debates so the audience can boo  
gopdebate"
0," i will totally stay tuned for god megyn gopdebate"
-1,"if you ignore the propaganda you would know that million more people are in poverty under obama gopdebate tcot "
-1," please stop talking about ronald reagan they way ronald reagan talked about abraham lincoln
gopdebate"
0,"how can anyone stop isis in  days that‚Äôs a setup question gopdebate"
1," ohhhh bencarson your honesty and beautiful soul make us love you gopdebate"
0," overall the  candidates demonstrated competence command of the issues amp a shared optimistic vision thts what mttrs gopdebate"
-1,"  carson polling nd disproves conservative racism despite yrs of calling the president the n word gopdebate"
-2,"since i went to get my hair done last night i had to miss the new comedy show err i mean the gopdebateso how was it"
1,"trumpratings gopdebate 
overnight numbers seemed to surpass everyones expectations

"
0," here is your regular reminder that the republican party values fetuses more highly than the people who carry them gopde‚Ä"
-1," blacklivesmatter got  and back to talking about iran isis hasnt killed  americans  the police have gopdebate"
2,"entertainment  at its finest  cant  help but wonder how educated  americans are reacting  to gopdebate or the lack thereof"
0,"   solutions should be based on the science or they are not solutions gopdebate cresenergy"
0,"republican debate newspaper front pages 

foxnewsdebate gopdebate gop "
-2,"huckabee  the purpose of the military is to kill people and break things i thought military was for national security gopdebate"
0,"gop are going crazy over carly fiorina

thats not surprising

gop loves people who knows how to crash an economy  

gopdebate"
1,"s narcissism got in the way of the outrage that gop voters have found appealing  gopdebate"
0," this is what you get after a bunch of facebook comments are bitten by a radioactive spider gopdebate"
0," there was not one question on climate change or the environment thatiswhythegopwilllose gopdebate"
-1,"gopdebate when the guy from hillbillyville kentucky  pointed at the fat guy  for huggin the black guy lol "
0,"i used to admire  back when he was an actor as a politician he‚Äôs just a white privileged asshole gopdebate"
0," there was so little talkpoverty in the gopdebate the closest we got was kasich defending ohs medicaid e‚Ä"
1,"if youre looking to sift through the bulls as jon stewart put it so well  gopdebate"
-1,"gopdebate  until men stop trying to control womens bodies with laws it will be hard to teach that no means no in a meaningful way"
2," its such a low bar we set but i was mostly impressed with s ability to act like he had some sense on stage‚Ä"
3,"i think im the only one that liked the gopdebate im glad for the tough questions off the bat i know where they stand on issues now ˇáˇá"
1,"mikehuckabee has a really good career prospect as an open mic comedian gopdebate"
4," gopdebate rules used to require the audience to stay silent the  trusting audience to boo applaud was genius Ä"
0,"the answer to the most important question of the gopdebate is yes joe flacco is in fact an elite quarterback ravensnation"
1," the way  handled the debates last night  would have been more fair wairtime amp appropriate gopdeba‚Ä"
3," happyfriday jb that was fun watching gopdebate ˇòû hope we pick a good one amp trump doesnt run rd partyˇòÅ"
0,"excited to see how my personal favorites will continue to do after last night   and  gopdebate "
0,"demagogues megalomaniacs and machiavellian are words that kept coming to mind watching gopdebate "
2,"maybe my definition of winning a debate is different than most but trump not answering questions or providing credible answers  gopdebate"
-1,"hmm who new s father was the first person ever to graduate from college gopdebate in my family missing"
1,"last night rand paul show us that he will face donald trump and beat him many times if it possible gopdebate"
1,"after watching the gopdebate you might as well hand the election to the democrat party"
0,"  believable

gopdebate 

 so polished  tough

 funny guy

great theater"
4,"hands up who won the gopdebate polls show  to increase his lead after winamerica trusts trump "
0,"blaming  for your misogynistic attitudes is absolutely ridiculous you proved again that you are ridiculous trump gopdebate"
0," ‚Äúanyone who campaigns for public office becomes disqualified for holding any office at all‚Äù ‚Äï thomas more utopia gopdebate"
-1,"ricksantorum brings full crazy to gop debate compares samesex marriage and abortion to slavery  wegoted gopdebate"
0,"if  cant take questions based on his history from  wo going off his inability to take heatproblem gopdebate"
-1," foxdebate gopdebate  republicans the us axis of evil that is foxnews Äù"
0," wow megan kelly is bombing at a debate all she has to do is ask questions and she cant handle it
gopdebate"
0," this is ridiculous megan kelly thinks this show is about her gopdebate"
-2,"so were some of the biggest positive audience responses at gopdebate to rhetoric about actively killing people ampor letting women die "
3,"gopdebate  no one was looking real smart but bunch ofstill some of em showed up wth good spirits amp smartness but donaldˇëâˇèdonald ˇëûˇèˇëûˇèˇòÇˇòÇ"
1,"kinda liking donaldtrump for prez gopdebate keepitreal"
-1,"slightly disappointed  didnt bring the ˇîˇî for the gopdebate so many opportunities for puns"
1,"not a single question about lennykravitz s penis last night gopdebate trump"
0," after  gopdebate  made it a mockery last night i look forward to internationalbeerday"
-2," you really were awful last night hope no one lets you host again just awful ugh and you were awkward gopdebate"
2," bentonlee rt drmartyfox trump wins drudge 
debate poll 

‚ûÔè by a landslide 

tedcruz  

gopdebate pjnetˇáˇá‚Ä Ä"
-1,"gopdebate winners yesterday carly ben carson marco rubio and sadly big govt mike huckabee can carly knock christie off the stage"
1,"looking at s liveblog from the gopdebate im proud of my livetweeting my play by play was on par with "
-1," any candidate that rejects common core without a legitimate and thoughtful alternative should not be taken seriously gopde‚Ä"
1,"guys thanks for not unfollowing me in masses after last night gopdebate"
-1,"i think  did everything it could to derail the  during the gopdebate newsflash you failed "
0," guys weve cured racism i didnt realize until just now congrats all gopdebate"
1,"  after last night  jumped to the top of my list gopdebate foxnewsdebate fiorina"
-4," bush cheney raped plundered pillaged the whole world b they left office obama killed one really bad guy  is black gopdebate"
0," huckabee we need a leader who believes we can once again be one nation under god

separation between church and state ‚Ä"
0,"you cant accuse the gopdebate of being bigoted because they had a token woman amp both a token black amp hispanic"
0,"after watching the gopdebate garbage  opression prejudice  debate‚Ä "
0," pretty much eliminates the need for political satire the mans a walking  article gopdebate"
0,"im noticing that none of the republicans can give a straight answer gopdebate gopclowncar"
1,"tedcruz lets get rid of every executive action ever and get rid of everything i dont believe in despite of popular belief gopdebate"
2,"‚Äúi‚Äôve been very nice to you‚Äù trump told kelly ‚Äúalthough i could probably maybe not be‚Äù gopdebate "
-1," the police divide us by policing black communities in a more violent way giving us different realities re police violence ‚Ä"
0," is a class act gopdebate"
0," im ready to fire all politicians makeamericagreatagain gopdebate"
1,"summer has been fun and im not quite sure of how i feel about the fact that it is august the politics and the gopdebate  makes it worseÛú†Ûú"
1," gopdebate waited for candidate to jump in after rosie comment to say no one should speak about women like that would have‚Ä"
1,"summer has been fun and im not quite sure of how i feel about the fact that it is august the politics and the gopdebate  makes it worseˇò†ˇòç"
-2,"common refrain at gopdebate blame political correctness for unpopularity of gop positions  vs i dunno unpopularity of those positions"
0," 
 foxgop party hunger gamesdemagog foodfighter 
gopdebate morningjoe "
0,"there were quite a few social liberals on last night‚Äôs gopdebate stage ‚Äjus saying "
0,"gopdebate early numbers suggest record audience  "
1,"you have no clue what silent majority is thinkingyour mindset comes frm  of pop youre out of touch gopdebate  "
0," rand dont call yourself a reagan conservative lets just remember how many times he raised taxes gopdebate"
2,"rubio cruz  and carson were the top  dawgs  in last nights debate walker  and huckabee  also had great   mmentsgopdebate"
-1,"   bill detests jeb and he shows it on his program not fairgopdebate"
0,"lost a lot of respect for   amp  for their treatment of  during the gopdebate notfairorbalanced"
1,"im really impressed with  s ability to not roll his eyes at  gopdebate"
2,"right do u think survivors of the fox massacre debate realize that gopdebate foxdebate  "
1,"this is so fking entertaining it should be illegal gopdebate  "
0,"misogyny is ugly its even uglier when its cheered and unchecked gopdebate omgop retrumplicanparty uniteblue "
-1,"is i know someone who decided against abortion the new i have black friends gopdebate"
0,"when the candidates start talking about their upbringing and roots it always reminds me of this gopdebate

"
2,"gopdebate  looked like fun though i think i missed the swimsuit and talent contest rounds everyonelovesaprincess "
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
0,"martha maccallum gets credit for asking whether christians have a religious liberty doublestandard for muslims gopdebate toughquestions"
1,"and thats why hes the only one who can lead the newamericancentury studentsforrubio gopdebate  "
1,"  won these debates hands down lets talked about her gopdebate"
0,"ronald raven is a character created by the gop to influence children his sidekick is klu klux klam gopdebate rickperry"
1,"unlike  republicans wont vote based solely on gender unreal how articulate  is compared to  gopdebate"
1,"ive never been a huge christie fan but hes the only who made it a point to mention entitlement reform the only one gopdebate"
1,"rt cherylnow amen this gentleman definitely has my vote love him and what he stands for gopdebate onpoint ‚Ä "
1,"looks like last night was the highest rated primary debate in history  gopdebate"
1,"nothing about the gopdebate really matters if the world is going to be a better place we need a total sea change in the human condition"
-2," huckabee the purpose of military is to kill people and break things gopdebate"
0," and other black activist censored on  after gopdebate "
1," jeb bush says the key to defeating isis is voting down the irandeal iran is fighting isis gopdebate"
1," never give up your leverage before the negotiation starts  donald trump 
gopdebate 
trumpforpresident"
1,"repealing doddfrank is not wise gopdebate"
2,"the gopdebate basically taught us that we dont need to address climate change because god will bless us with a forever clean planet"
2,"bentonlee rt drmartyfox trump wins drudge 
debate poll 

‚ûÔè by a landslide 

tedcruz  

gopdebate pjnetˇáˇá‚Ä "
2,"i borrowed this from someone else but it is so true at least he was good for a few laughs gopdebate trump "
0,"just watched a clip of  trying to bully  got his rear handed to him gopdebate"
0,"ironic that  ˇíˇèstrongest candidates

attackedˇî silencedˇîá

by  ‚áínow msm

cruzˇáˇá
cruzcrewˇöÄ
gopdebateˇòë "
-2," surgeon generals warning drinking every time a gopdebate candidate says something stupid will kill you seriously Ä"
0,"if you are still recovering from the gopdebate caddyshack is on amc as a proportionate response to that plutocratic bologna"
-1," i missed the gopdebate driving the mother road but i did take a very satisfying bowel movement in bushland texas h‚Ä"
-2," i couldnt even live tweet the gopdebate because your internet is so slow and the world was lesser for that  fail"
1," never give up your leverage before the negotiation starts  donald trump 
gopdebate 
trumpforpresident"
-1," they were a mess gopdebate  "
0," trumps obamacare response was so dumb that it defies imagination gopdebate dumptrump"
1," what candidates did a better job of talking about issues related to poverty during last night‚Äôs gopdebate talkpoverty "
1," huckabees right which is why he cant be cinc his site has mlk praying with jefferson and lincoln no car keys for him gopdebate"
0," comedians won   america lost  gopdebate was failure of political process  blacklivesmatter is not on their age‚Ä"
-1," uses  to strike back at gov walker‚Äôs gopdebate remarks 
 "
0,"so who is the most psychotic of huckabee cruz and walker

my pick is probably cruz given his day  goals for the presidency

gopdebate"
0,"who wants to watch a debate where they are spoon fed little baby questions not me gopdebate"
0,"gopdebate 

the only person who did worse than kasich last night was megyn kelly‚Ä"
0,"gopdebate proves the gop has an impressive pile of shit for voters
 "
0," we saw thru her at gopdebate"
1,"i loved it in the gopdebate when scottwalker asked rhetorically how is hillary clinton going to lecture me"
1,"rands performance looks even worse when contrasted with his dad who used to stay calm and used substance in debates not bombast gopdebate"
1,"the fact that people are saying  won the first gopdebate speaks volumes for the gops chances in "
-1,"watching the gopdebate are gop candidates deluded or simply idiots with zero understanding of international "
-1,"i missed the gopdebate driving the mother road but i did take a very satisfying bowel movement in bushland texas "
-1," remember when you complained abt  doing the exactly what you did tonight gopdebate Ä"
0," how many rhinos did  pack this audience with gopdebate"
0,"    rnc  gt we raised our hands too gopdebate  makeamericagreatagain noamnesty"
-1,"jon stewart america needs you smh at gopdebate i guess the only logical thing to do was to attack a democrat way to go republicans"
0,"‚Äú sure god told me i should run and the tooth fairy agreed and all the teletubbies voted yes so here i am gopdebate‚Äù"
-1," so what happened to education in last nights debate it hardly came up 
edchat gopdebate gasc‚Ä"
-1,"they were a mess gopdebate  "
1," gopdebate meanwhile hillary clinton leads by example pays women less than men "
2,"has anyone noticed that trump zealots are like the old ron paulbots gopdebate  they were very skilled at stacking polls too"
1,"gopdebate    the questions were very good the delivery was not as professional as it should have been"
-1,"whywearealaughingstock  new statement on gopdebate its not a debate its an embarrassment   truthmatter"
1,"trump responds to  question on misogyny with more misogyny gopdebate  "
-2,"a foxy rowdy republican debate gopdebate  really disappointed me biased much "
-1,"gopdebate jebbush wants hopeful optimistic message like war with iran attacking social security waronwomen tactics voter suppression"
3,"gopdebate well if trump wins most latino voters will vote democrat for a while wont they"
2,"thank goodness for old quips platitudes slogans and obamacare in  gopdebate  without those many questions would have had no answers"
0,"more kellyfailed  
gopdebate 
"
0,"please join me to congratulate  on his success in gopdebate makeamericagreatagain his st debate "
1," watchign  knock that self righteous fat half wit  the f out was so worth it great reality tv gopde‚Ä"
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor Ä"
-2," conveniently no candidate received a word from god that as president they should look after the poor sick amp disenfra‚Ä"
3," republicans respect the rights of unborn fetuses more than they respect the rights of living women and its disgusting g‚Ä"
0," this guy has my vote
gopdebate "
2,"jeb bush was somewhat impressive  unlike trump which surprised  megopdebate"
0," gopdebate 

hey all of you on that stage
they have names 

amirhekmati 

saeedabedini 

jasonrezaian 

robertlevin‚Ä"
3,"enjoyed the gopdebate last night  i think trump stumbled  rubio was solid  anyonebuthillary"
-1," donaldtrump retweeted comment calling  a bimbo last night this is a man who hates women the  front ‚Ä"
1,"if you cant put donald trump in his place you dont deserve to be potus  gopdebate"
2," my take away from the gopdebate is that it could have been better much better time for  and  w‚Ä"
-1," this is the worst stage play ive ever seen gopdebate"
0," why doesnt he belong people like the other  puppets have been running this country into the ground for years gopdebate"
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
-2," the baxter bean  h hours ago
if guns dont kill people why are they strickly forbidden anywhere nea‚Ä"
-2," you failed the american people tonight you tried to make history by destroying  kellyfa‚Ä"
0,"dont be mad at the moderators if your candidate cant handle a tough question maybe you should reconsider gopdebate"
0," i wonder if fifty years from now republicans will still blindly cite reagan to justify everything they do gopdebate"
1," trumps tongue is as loose as a prostitutes vagina gopdebate"
0," ok sure  scott walker will be an interesting candidate gopdebate us "
0,"how can republicans still be republicans after watching the gopdebate  tbh id run as far away from that party as possible"
4,"boy itll be so awesome when president trump calls angel merkel a bimbo hes so cool gopdebate trump"
0,"kijivu a gorilla in the prague zoo reacts to primate aggression displays at the gopdebate in the us tcot "
0," wow i forgot chris christie was even there the smell of desperation flop sweat and salami would have tipped me off‚Ä"
0,"so  is crying because  was mean to him what a bunch of clowns gopdebate"
1,"trump is antifragile
 gopdebate 
trump
trumpdebate"
-1,"so last night
jonvoyage full of honesty and clarity
gopdebate full of jokes"
-1,"havent watched gopdebate yet cause i was busy persianing but im kind of scared to anyway"
0," if  is a conservative i am attila the hun amp im not gopdebate hannity"
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
1,"perfect gopdebate  "
0," chris christie wants to collect more records from terrorists
may i suggest
gopdebate "
1," rand paul has the manner of the fellow who turns up to every town meeting and has to be led away from the podium by the she‚Ä"
-2," scottwalker yes megyn i believe in killing mothers id kill my own mother to get elected  gopdebate"
2,"gopdebate they didnt give trump chance to answer the most important question but he is still a winner"
1,"donald says no thought abt immigration reform until he came along its true we are all trying to figure out how to deport him gopdebate"
1,"and what a big mistake it was for wallace to question s business tactics never question trump on business gopdebate"
0,"have we completely thrown away the separation of church and state gopdebate"
0," 
foxgop partys hunger games demagog foodfighter 
gopdebate morningjoe "
-1,"who the fuck is john kasich gopdebate"
-1," kaisch tanked at one point he was justifying his government expansion in ohio sounds unionish gopdebate"
0,"blahi have a hangover from that debate last night god forbid any of those fools win the white house or well all overdose gopdebate"
1," thanks to trump the gopdebate shattered viewership records many voters introduced to candidates they wouldnt know ex‚Ä"
0,"rand paul looked woefully underprepared he just came armed with some zingers and an attitude but couldnt respond to comebacks gopdebate"
-2,"my jaw is still on the floor at mike huckabees comment about the military existing to kill people and break things what gopdebate"
1," thought you would enjoy my recap of the gopdebate "
1,"what i or any other sane person thinks of the of st gopdebate doesnt matter its the soulless pittiful assholes who vote in gop primary"
0,"gopdebate understatement 

boycott foxnews except sean hannity "
-1,"i wonder if ronald reagans ghost could feel the gopdebate candidates sucking his dick"
-1," you hate the concept of abortion great lets provide contraception and healthcare and education gopdebate"
3,"trump showed he didnt belong but did gop a favor better ratings amp he brought out personalities and ideas of other candidates gopdebate"
0,"bernie sanders on gopdebate what about women  feelthebern"
0," because we need a leader in the white house not a community organizer ˇòˇëû gopdebate"
1,"a foxy rowdy republican debate at least  could understand it amp get best advise available gopdebate "
-1,"still deciding if the huge audience for the gopdebate was real interest or the car wreck theory"
-1,"why are democrats so scared to have a debate dont want hillary answering questions abt criminality of server  gopdebate oct is st one"
0,"there were so many republicans talking out their asses they needed ricolas for suppositories gopdebate"
-1," its a repeat of  the gop audiences are more disturbing to me than the candidates gopdebate"
0,"winners and losers in last nights gopdebate 

winner    
loser     "
1," in the aftermath of the gopdebate clown car incident let us recall s finest hour "
1," question for the candidates
why do you think its ok for people working  hrs a week to live in poverty
gopdebate ht‚Ä"
0," tonights gopdebate proved what we already knew that the gop is out of touch amp their policies will move this country bac‚Ä"
4,"yall better vote this year if donald trump wins for president  yall going to need college degrees to work at mcdonalds  lol gopdebate"
2,"astounded to hear  equate govnt helping people wthinking it knows whats best sounds like archaic elitest claim gopdebate"
0,"   as well you should she was low brow starting of the debate with hate but it backfired gopdebate"
0," he said illegals and freeloading in the same sentence thats gop bingo gopdebate"
0,"no  no  no  and  is still gaining steam after the gopdebate this is cruel"
0," did you guys see that stand up comedy special on fox news last night that was fantastic ˇòÇ gopdebate republicandebate rep‚Ä"
-1," just in case you missed the gopdebate last night heres a quick recap "
0,"  gopdebate  how canwe trust  when  abuses his power by ordering an attack "
0,"dont let megyns attack on trump confuse you gopdebate was a foxfix from the start factsmatter  "
1," a head of broccoli would make a better  than any of the candidates in gopdebate"
0,"oh my gosh she really is fantastic carlyfiorina gopdebate chrismatthewsgottold  "
-2," cruz look at the jerks born in foreign countries come in here and ruin this country gopdebate"
-1,"new statement on gopdebate its not a debate its an embarrassment    ‚Ä truthmatters "
1," i think its usually plural for texan but maybe  only one person in texas supports her candidacy gopdebate Ä"
0,"  there are actually people angry that the candidates were asked real questions  seriously
gopdebate"
1," im disappointed but cant say im surprised college affordability votingcivil rights and equality arent  priori‚Ä"
0," obama traditionally does a presser before his vacation he will be absolutely unable to resist demagoguing after gopde‚Ä"
-1," gopdebate  for people who were more mad at obama saying we tortured some folks than they were that we tortured some ‚Ä"
0," they literally just asked the candidates if god has spoken to them this is a farce gopdebate"
1,"a great summary of last nights gopdebate "
0,"gopdebate wakeupamerica turn on  damage control being spewed from every mouth fox news is toughwe ask good questionslol etc"
0,"after  gopdebate  made it a mockery last night i look forward to internationalbeerday"
0,"my response when  tried to call  a sexist cant stump the trump gopdebate"
1," the crowd just cheered for waterboarding at the gopdebate  so i think ill go to bed rather than kick my telly in"
-1,"a little bitter that i have to watch little pieces of the gopdebate"
0,"he admitted to paying hillary to attend his wedding jesus fangirl much id have gone with the rock thats just me dumptrump gopdebate"
1," as an italianamerican i appreciate walkers ability to talk with his hands thats the nicest thing i have to say gop‚Ä"
1,"not interested in what  has to say  way too interested in promoting herself trump gopdebate  "
0,"i sure hope cnn does not hire the foxnews makeup person for their gopdebate jesus"
0,"donaldtrump  gopdebate   check it out here   "
2," says fiorina won gopdebate then rubio 

with the air of george patton at a roller rink trump ‚Ä"
-4,"this country is full of your socalled losers who vote  poor people fat people and idiots too  
  gopdebate"
0,"this mornings twitter reactions to the gopdebate show that    "
0," this picture taken during gopdebate of hillary tels you how shes so in touch with middleclass hardworking ˇáˇás Ä"
1," astounding job at the gopdebate poised dignified humble yet unwavering"
2,"i like what  said last night about  hitting a nerve in this country gopdebate trump "
0,"world war  or civil warwe will get one or the other with a warmongering repub president 
gopdebate gopwarmongers"
3,"i was enjoying the entertainment that is trumps rhetoricuntil democrats started taking him serious as a candidate  gopdebate"
0," those who cannot understand how to put their thoughts on ice should not enter into the heat of debate
gopdebate"
0,"watching snippets of the gopdebate and thinking damn americans have a great entertainment industry then suddenly realising amp feeling sad"
-1,"boycott  amp  for censorship

 

gopdebate"
1,"trump took on opponents in gopdebate this is how he took on celeb opponents in public feuds  "
2,"i have been trolling every debate poll i see a link to by voting for trump as the winner polltrolling gopdebate"
0,"hillary got  mentions at the gopdebate and the middle class got  really what would they talk about if not her"
0,"my main takeaway from last nights gopdebate poor melania trump"
1," rubio all human beings deserve protection of our laws but he meant fetuses not undocumented immigrants gopdebate"
1," telling it like it is gopdebate "
-2,"how can you say that but demonize abortion amp gay rights oh amp say god speaks to you but lets blow everything up gopdebate"
1,"  tough talk about marijuana from you     you didnt fire up the conversation gopdebate"
0," trump just said the political system is broken because you can buy politicians and then explained exactly how many hes‚Ä"
0," dominant thema gopdebate  abortus "
-1,"and the winner of the st gopdebate is  

what a mob of lying pandering jackasses "
0,"wondered why im in a slightly bad mood this morning and then realized its due to the replaying of the gopdebate in my head"
1,"gop debate early numbers suggest record audience  trump gop gopdebate"
1," thank you carly for mentioning those epa regulations that would further strangle our economy gopdebate"
1," retweet if youre tired of the democrats importing third world peasants to win elections and the gop not trying to st‚Ä"
0,"so this vine of s eye roll to chris christie at the gopdebate last night has  million loops "
-2," many republicans are upset about planned parenthood how can you be a human being and not be upset about those videos‚Ä"
-1," was the big loser in gopdebate  foxnewsdebate"
0," nd favorite gopdebate meme on internet "
2," gopdebate  to trump when did you become a republican trump should have said when did you become a repor‚Ä"
1," i loved huckabees work in the grinch who stole christmas gopdebate"
1,"gopdebate fiorina blasts trumps clinton ties i didnt get a phone call from bill   "
1,"carly   was dominant winner of gopdebate night  "
1," i think your  cent titanium tax doesnt go too far enough gopdebate futurama"
1,"vote for a dad who
brags hes never changed a
diaper no thanks trump
sexyvoterhaiku gopdebate"
0," fake laughter is the best laughter gopdebate"
0," you could listen to all the candidate ideas in gopdebate or you could just look at kansas"
0,"tedcruz reminded me of my aunt ethel sending her chicken a la king back to the kitchen at cracker barrel gopdebate"
-1,"donaldtrump retweeted comment calling  a bimbo last night this is a man who hates women the  front runner gopdebate"
1," im just gonna leave this here gopdebate trump randpaul "
0,"gpbsavannah see ya later cleveland in about a year if not sooner gopdebate election "
3,"i loved it in the gopdebate when  likened taxes to tithes and said god already had a great plan inherently fair"
0,"as usual  very insightful on the gopdebate candidates "
1," i am confused as to why womens reproductive rights is a debate topic for the male republican candidates gopdebate"
0,"  if  is a conservative then im the pope and i am not tcot gopde‚Ä"
1,"just woke up and im wondering was the gopdebate real or the most horrifying nightmare ive ever had"
2," oh hey so drafting off of trump maybe not the best idea gopdebate dumptrump  "
